relatedness	DNA-match percentage
88	0.64601769911504
80	0.30088495575221
84	0.64601769911504
86	0.51048951048951
87	0.44171779141104
86	0.53383458646617
85	0.54887218045113
89	0.18881118881119
82	0.64601769911504
85	0.64601769911504
81	0.54887218045113
88	0.47712418300654
84	0.63716814159292
88	0.58536585365854
85	0.54887218045113
88	0.59349593495935
88	0.58536585365854
87	0.45751633986928
86	0.55639097744361
88	0.59349593495935
89	0.59349593495935
89	0.59349593495935
-1	0.08433734939759
83	0.64601769911504
88	0.44171779141104
88	0.64601769911504
82	0.5034965034965
85	0.69902912621359
87	0.5034965034965
90	0.52212389380531
86	0.54887218045113
86	0.54887218045113
87	0.53383458646617
86	0.64601769911504
88	0.45751633986928
90	0.59349593495935
90	0.48672566371681
-1	0.13253012048193
80	0.3739837398374
85	0.55639097744361
85	0.64601769911504
85	0.51048951048951
85	0.54887218045113
88	0.47712418300654
85	0.51748251748252
88	0.63716814159292
88	0.59349593495935
86	0.54887218045113
87	0.54135338345865
83	0.29323308270677
88	0.48672566371681
90	0.42196531791908
89	0.64601769911504
87	0.51048951048951
82	0.54887218045113
-1	0.08433734939759
87	0.64601769911504
83	0.59349593495935
82	0.63716814159292
85	0.54887218045113
89	0.4478527607362
88	0.59349593495935
87	0.47058823529412
86	0.51748251748252
89	0.44171779141104
86	0.51748251748252
86	0.54135338345865
82	0.54887218045113
87	0.51048951048951
83	0.64601769911504
89	0.47712418300654
89	0.59349593495935
91	0.52212389380531
87	0.54887218045113
88	0.23577235772358
89	0.63716814159292
-1	0.09638554216867
80	0.60162601626016
83	0.64601769911504
81	0.54887218045113
89	0.54887218045113
84	0.63716814159292
82	0.54135338345865
88	0.59349593495935
89	0.58536585365854
89	0.58536585365854
90	0.59349593495935
86	0.50375939849624
89	0.47712418300654
87	0.54887218045113
79	0.54887218045113
85	0.55639097744361
85	0.64601769911504
90	0.47712418300654
84	0.63716814159292
82	0.3984962406015
85	0.69902912621359
89	0.4478527607362
87	0.5034965034965
84	0.53383458646617
90	0.52212389380531
86	0.54135338345865
89	0.59349593495935
86	0.48366013071895
90	0.64601769911504
89	0.59349593495935
88	0.47058823529412
92	0.52212389380531
88	0.54887218045113
81	0.51048951048951
85	0.51748251748252
85	0.69902912621359
87	0.51048951048951
83	0.59349593495935
89	0.54887218045113
89	0.45751633986928
83	0.54887218045113
84	0.64601769911504
90	0.55639097744361
92	0.52212389380531
82	0.54887218045113
89	0.59349593495935
90	0.57723577235772
90	0.12587412587413
90	0.59349593495935
-1	0.07228915662651
81	0.54887218045113
84	0.54887218045113
89	0.47712418300654
86	0.54887218045113
87	0.54887218045113
83	0.54887218045113
84	0.63716814159292
90	0.59349593495935
84	0.64601769911504
93	0.52212389380531
90	0.59349593495935
78	0.60162601626016
83	0.64601769911504
81	0.54887218045113
82	0.51048951048951
91	0.3558282208589
88	0.41618497109827
83	0.64601769911504
87	0.54887218045113
89	0.47712418300654
90	0.57723577235772
86	0.55639097744361
86	0.69902912621359
88	0.5034965034965
90	0.59349593495935
90	0.54887218045113
82	0.47712418300654
86	0.51748251748252
85	0.64601769911504
83	0.54887218045113
85	0.55639097744361
85	0.58536585365854
84	0.64601769911504
87	0.54887218045113
86	0.59349593495935
87	0.54887218045113
86	0.55639097744361
91	0.52212389380531
90	0.59349593495935
91	0.59349593495935
84	0.59349593495935
88	0.54887218045113
82	0.54887218045113
91	0.54887218045113
-1	0.10843373493976
-1	0.04424778761062
21	0.82795698924731
19	0.81720430107527
24	0.83870967741935
18	0.83870967741935
20	0.83870967741935
-1	0.05825242718447
21	0.83870967741935
-1	0.04854368932039
21	0.83870967741935
12	0.96385542168675
-1	0.10843373493976
10	0.97590361445783
-1	0.05825242718447
12	0.96385542168675
19	0.83870967741935
-1	0.05825242718447
19	0.74757281553398
11	0.97590361445783
19	0.83870967741935
19	0.82795698924731
21	0.83870967741935
11	0.96385542168675
-1	0.04854368932039
19	0.83870967741935
20	0.83870967741935
-1	0.04854368932039
-1	0.05309734513274
-1	0.05825242718447
20	0.83870967741935
22	0.83870967741935
22	0.83870967741935
-1	0.05825242718447
10	0.97590361445783
21	0.4578313253012
-1	0.05825242718447
18	0.82795698924731
-1	0.05825242718447
19	0.74757281553398
-1	0.04854368932039
25	0.83870967741935
21	0.83870967741935
22	0.82795698924731
-1	0.05825242718447
11	0.97590361445783
-1	0.05825242718447
19	0.83870967741935
18	0.83870967741935
25	0.75728155339806
89	0.13286713286713
87	0.54887218045113
87	0.51748251748252
90	0.13286713286713
88	0.54887218045113
89	0.59349593495935
80	0.31707317073171
91	0.47712418300654
85	0.58536585365854
90	0.45751633986928
91	0.54887218045113
85	0.07766990291262
84	0.64601769911504
84	0.64601769911504
87	0.55639097744361
91	0.54887218045113
92	0.52212389380531
83	0.55639097744361
-1	0.09638554216867
83	0.64601769911504
84	0.63716814159292
90	0.4478527607362
93	0.52212389380531
91	0.55639097744361
90	0.47712418300654
87	0.54887218045113
90	0.47712418300654
86	0.64601769911504
84	0.54887218045113
86	0.58536585365854
86	0.58536585365854
85	0.64601769911504
87	0.47712418300654
86	0.55639097744361
91	0.42774566473988
86	0.54887218045113
91	0.64601769911504
85	0.64601769911504
89	0.5034965034965
83	0.47712418300654
85	0.64601769911504
92	0.28455284552846
82	0.64601769911504
86	0.54887218045113
89	0.59349593495935
84	0.64601769911504
90	0.54887218045113
80	0.54135338345865
91	0.63716814159292
85	0.64601769911504
84	0.64601769911504
90	0.47712418300654
91	0.57723577235772
87	0.59349593495935
87	0.51748251748252
85	0.59349593495935
88	0.4478527607362
82	0.51048951048951
91	0.57723577235772
87	0.55639097744361
92	0.52212389380531
92	0.59349593495935
88	0.54887218045113
90	0.59349593495935
88	0.54887218045113
91	0.47058823529412
86	0.44660194174757
86	0.64601769911504
85	0.5929203539823
92	0.63716814159292
83	0.54887218045113
82	0.54887218045113
90	0.47712418300654
85	0.63716814159292
89	0.51048951048951
85	0.13592233009709
88	0.54887218045113
89	0.58536585365854
88	0.54887218045113
88	0.48366013071895
84	0.64601769911504
92	0.55639097744361
87	0.54135338345865
85	0.64601769911504
86	0.59349593495935
87	0.51748251748252
92	0.52212389380531
91	0.13286713286713
88	0.51748251748252
84	0.55639097744361
92	0.42774566473988
86	0.64601769911504
86	0.63716814159292
91	0.47712418300654
86	0.59349593495935
88	0.53658536585366
89	0.54887218045113
92	0.47058823529412
90	0.51048951048951
84	0.63716814159292
90	0.54887218045113
90	0.47712418300654
89	0.47058823529412
91	0.54887218045113
83	0.35772357723577
92	0.55639097744361
86	0.64601769911504
85	0.64601769911504
92	0.57723577235772
91	0.59349593495935
84	0.54135338345865
89	0.48366013071895
85	0.13592233009709
85	0.59349593495935
84	0.54887218045113
85	0.58536585365854
88	0.54887218045113
92	0.51748251748252
87	0.54887218045113
92	0.57723577235772
93	0.47967479674797
89	0.34586466165414
93	0.52212389380531
87	0.58536585365854
83	0.64601769911504
87	0.59349593495935
85	0.63716814159292
90	0.54135338345865
85	0.64601769911504
88	0.54887218045113
84	0.55639097744361
87	0.57723577235772
91	0.54887218045113
81	0.53383458646617
92	0.57723577235772
89	0.45398773006135
92	0.54887218045113
80	0.54887218045113
90	0.47712418300654
89	0.4965034965035
88	0.54887218045113
85	0.33980582524272
94	0.52212389380531
91	0.47712418300654
92	0.42774566473988
87	0.54135338345865
86	0.64601769911504
93	0.52212389380531
84	0.54887218045113
83	0.54887218045113
91	0.47058823529412
85	0.54135338345865
87	0.59349593495935
93	0.47058823529412
86	0.59349593495935
85	0.54135338345865
85	0.54135338345865
93	0.51748251748252
88	0.58536585365854
-1	0.12048192771084
83	0.64601769911504
87	0.54135338345865
87	0.58536585365854
92	0.44171779141104
89	0.54887218045113
90	0.54887218045113
93	0.55639097744361
86	0.59349593495935
93	0.57723577235772
87	0.64601769911504
-1	0.13253012048193
83	0.54887218045113
90	0.58536585365854
93	0.55639097744361
92	0.47712418300654
88	0.54135338345865
84	0.64601769911504
88	0.59349593495935
88	0.57723577235772
84	0.54887218045113
86	0.54135338345865
90	0.54887218045113
88	0.54887218045113
92	0.57723577235772
90	0.58536585365854
89	0.54887218045113
87	0.54887218045113
92	0.13286713286713
85	0.55639097744361
91	0.54887218045113
91	0.47712418300654
86	0.58536585365854
84	0.64601769911504
81	0.54135338345865
89	0.54887218045113
92	0.47712418300654
86	0.54135338345865
85	0.54887218045113
-1	0.10843373493976
88	0.54887218045113
90	0.58536585365854
92	0.59349593495935
93	0.47712418300654
93	0.57723577235772
94	0.52212389380531
90	0.51048951048951
91	0.54887218045113
94	0.56910569105691
91	0.58536585365854
89	0.59349593495935
85	0.64601769911504
92	0.64601769911504
85	0.55639097744361
86	0.59349593495935
89	0.51048951048951
85	0.54887218045113
94	0.55639097744361
89	0.59349593495935
93	0.57723577235772
90	0.54887218045113
93	0.47712418300654
89	0.54887218045113
91	0.51048951048951
85	0.63716814159292
85	0.5034965034965
89	0.54887218045113
88	0.57723577235772
87	0.59349593495935
88	0.54887218045113
94	0.56910569105691
89	0.54887218045113
82	0.54135338345865
90	0.54887218045113
85	0.63716814159292
88	0.54887218045113
91	0.54135338345865
90	0.55639097744361
87	0.54135338345865
91	0.58536585365854
90	0.59349593495935
93	0.64601769911504
90	0.51048951048951
95	0.55639097744361
94	0.47712418300654
91	0.54887218045113
82	0.64601769911504
89	0.54887218045113
88	0.54887218045113
83	0.51048951048951
93	0.57723577235772
92	0.54887218045113
87	0.54135338345865
91	0.54887218045113
88	0.51048951048951
92	0.54887218045113
86	0.54887218045113
92	0.58536585365854
86	0.64601769911504
90	0.5034965034965
90	0.59349593495935
94	0.47712418300654
89	0.58536585365854
91	0.54887218045113
82	0.64601769911504
85	0.63716814159292
89	0.54887218045113
88	0.51748251748252
86	0.4070796460177
92	0.47712418300654
85	0.63716814159292
86	0.55639097744361
87	0.58536585365854
85	0.64601769911504
89	0.54887218045113
87	0.59349593495935
89	0.57723577235772
83	0.54135338345865
89	0.54887218045113
88	0.54135338345865
95	0.47712418300654
93	0.58536585365854
86	0.54887218045113
90	0.54887218045113
85	0.64601769911504
92	0.59349593495935
93	0.57723577235772
88	0.59349593495935
85	0.70873786407767
93	0.56910569105691
86	0.54887218045113
93	0.59349593495935
92	0.58536585365854
93	0.63716814159292
91	0.54887218045113
86	0.63716814159292
90	0.51048951048951
89	0.54887218045113
90	0.54887218045113
91	0.59349593495935
90	0.54887218045113
-1	0.13253012048193
91	0.57723577235772
88	0.54887218045113
90	0.48366013071895
88	0.35398230088496
91	0.54135338345865
85	0.64601769911504
90	0.54887218045113
84	0.54887218045113
86	0.63716814159292
88	0.59349593495935
90	0.57723577235772
91	0.51048951048951
86	0.63440860215054
92	0.59349593495935
89	0.54887218045113
90	0.59349593495935
95	0.61946902654867
91	0.55639097744361
93	0.54887218045113
86	0.64601769911504
96	0.48366013071895
92	0.54135338345865
-1	0.13253012048193
90	0.54135338345865
80	0.51048951048951
89	0.54887218045113
90	0.59349593495935
93	0.54887218045113
89	0.47712418300654
94	0.06194690265487
89	0.58536585365854
92	0.30973451327434
91	0.48366013071895
89	0.35398230088496
87	0.63440860215054
90	0.54887218045113
89	0.55639097744361
92	0.63716814159292
93	0.57723577235772
87	0.59349593495935
90	0.58536585365854
90	0.54887218045113
93	0.47712418300654
90	0.57723577235772
87	0.54887218045113
94	0.57723577235772
87	0.58536585365854
91	0.54135338345865
89	0.35398230088496
87	0.63716814159292
93	0.54887218045113
87	0.64601769911504
90	0.59349593495935
90	0.59349593495935
94	0.57723577235772
86	0.63716814159292
88	0.54135338345865
84	0.54135338345865
86	0.64601769911504
91	0.53383458646617
91	0.54887218045113
88	0.59349593495935
91	0.53383458646617
-1	0.16867469879518
-1	0.08433734939759
86	0.51048951048951
93	0.57723577235772
92	0.58536585365854
86	0.6283185840708
87	0.54887218045113
86	0.69902912621359
87	0.63716814159292
89	0.54135338345865
87	0.63440860215054
92	0.54135338345865
92	0.53383458646617
84	0.64601769911504
90	0.59349593495935
90	0.57723577235772
86	0.70873786407767
94	0.59349593495935
94	0.6504854368932
85	0.54887218045113
93	0.58536585365854
96	0.61946902654867
90	0.58536585365854
91	0.06194690265487
95	0.57723577235772
89	0.54135338345865
88	0.59349593495935
90	0.55639097744361
88	0.58536585365854
84	0.30894308943089
96	0.47712418300654
87	0.63716814159292
91	0.54887218045113
87	0.64601769911504
91	0.54135338345865
90	0.47712418300654
91	0.57723577235772
88	0.54887218045113
88	0.58536585365854
87	0.6283185840708
90	0.54135338345865
93	0.54135338345865
96	0.55639097744361
93	0.54887218045113
86	0.64601769911504
91	0.59349593495935
87	0.69902912621359
96	0.57723577235772
88	0.6283185840708
94	0.54135338345865
86	0.54887218045113
96	0.55639097744361
86	0.63716814159292
88	0.58536585365854
90	0.57723577235772
89	0.59349593495935
92	0.54887218045113
86	0.64601769911504
90	0.58536585365854
95	0.57723577235772
85	0.54135338345865
92	0.54135338345865
93	0.58536585365854
95	0.59349593495935
90	0.54135338345865
92	0.54135338345865
95	0.54135338345865
90	0.59349593495935
93	0.51048951048951
88	0.58536585365854
90	0.57723577235772
91	0.54135338345865
90	0.35398230088496
87	0.69902912621359
87	0.70873786407767
96	0.57723577235772
97	0.57723577235772
93	0.57723577235772
94	0.53383458646617
94	0.47712418300654
91	0.59349593495935
85	0.64601769911504
97	0.47058823529412
92	0.59349593495935
87	0.54887218045113
87	0.63716814159292
87	0.64601769911504
93	0.57723577235772
90	0.54887218045113
90	0.57723577235772
90	0.58536585365854
89	0.54135338345865
94	0.54135338345865
87	0.65486725663717
90	0.59349593495935
96	0.54135338345865
91	0.57723577235772
92	0.54135338345865
97	0.57723577235772
95	0.4390243902439
92	0.59349593495935
86	0.54887218045113
86	0.63716814159292
87	0.54887218045113
87	0.63716814159292
90	0.19469026548673
90	0.54135338345865
86	0.51048951048951
88	0.64601769911504
94	0.10569105691057
87	0.64601769911504
89	0.59349593495935
93	0.54135338345865
89	0.58536585365854
95	0.53383458646617
93	0.57723577235772
87	0.54887218045113
90	0.54135338345865
91	0.57723577235772
94	0.54135338345865
91	0.53383458646617
96	0.57723577235772
96	0.54135338345865
97	0.57723577235772
98	0.57723577235772
95	0.47712418300654
90	0.54135338345865
95	0.54135338345865
90	0.58536585365854
88	0.63716814159292
94	0.57723577235772
92	0.54887218045113
96	0.57723577235772
96	0.58536585365854
94	0.51048951048951
91	0.35398230088496
20	0.74757281553398
-1	0.04854368932039
20	0.74757281553398
12	0.97590361445783
-1	0.05825242718447
-1	0.05825242718447
-1	0.02912621359223
-1	0.05825242718447
19	0.83870967741935
-1	0.02912621359223
20	0.81720430107527
19	0.81720430107527
20	0.74757281553398
26	0.83870967741935
22	0.82795698924731
12	0.87096774193548
-1	0.10843373493976
23	0.82795698924731
18	0.83870967741935
-1	0.05825242718447
19	0.83870967741935
-1	0.05825242718447
-1	0.05825242718447
19	0.82795698924731
23	0.81720430107527
13	0.87096774193548
-1	0.05376344086022
-1	0.05825242718447
19	0.83870967741935
12	0.97590361445783
-1	0.04854368932039
-1	0.04854368932039
20	0.74757281553398
-1	0.05825242718447
21	0.74757281553398
13	0.97590361445783
-1	0.05309734513274
-1	0.05825242718447
20	0.82795698924731
10	0.97590361445783
25	0.83870967741935
12	0.87096774193548
-1	0.04854368932039
20	0.74757281553398
22	0.83870967741935
24	0.82795698924731
20	0.82795698924731
-1	0.05825242718447
10	0.87096774193548
18	0.83870967741935
93	0.59349593495935
91	0.54135338345865
91	0.58536585365854
98	0.57723577235772
88	0.54887218045113
88	0.63716814159292
91	0.53383458646617
81	0.51748251748252
87	0.64601769911504
94	0.54135338345865
87	0.54887218045113
91	0.57723577235772
92	0.57723577235772
87	0.63716814159292
94	0.53383458646617
87	0.64601769911504
87	0.54887218045113
87	0.63716814159292
90	0.58536585365854
88	0.64601769911504
91	0.59349593495935
95	0.4965034965035
91	0.59349593495935
93	0.54135338345865
89	0.64601769911504
94	0.58536585365854
98	0.57723577235772
91	0.59349593495935
92	0.58536585365854
92	0.53383458646617
88	0.6283185840708
91	0.51748251748252
87	0.64601769911504
88	0.63716814159292
89	0.30973451327434
98	0.47058823529412
89	0.64601769911504
96	0.47712418300654
96	0.54135338345865
99	0.57723577235772
88	0.64601769911504
89	0.6283185840708
87	0.64601769911504
90	0.59349593495935
92	0.53383458646617
91	0.64601769911504
91	0.58536585365854
86	0.64601769911504
88	0.54887218045113
88	0.54887218045113
97	0.54135338345865
93	0.54887218045113
92	0.58536585365854
91	0.58536585365854
89	0.64601769911504
90	0.21359223300971
86	0.63716814159292
94	0.57723577235772
87	0.63716814159292
89	0.57723577235772
94	0.53383458646617
86	0.64601769911504
91	0.51048951048951
88	0.54887218045113
91	0.54135338345865
94	0.59349593495935
88	0.54887218045113
88	0.63716814159292
88	0.64601769911504
89	0.63716814159292
96	0.4965034965035
89	0.63716814159292
92	0.58536585365854
85	0.54887218045113
92	0.54887218045113
91	0.58536585365854
95	0.53383458646617
91	0.1219512195122
87	0.54887218045113
92	0.57723577235772
91	0.58536585365854
88	0.63716814159292
90	0.64601769911504
90	0.64601769911504
93	0.53383458646617
89	0.51048951048951
89	0.54887218045113
89	0.63716814159292
90	0.54887218045113
90	0.55639097744361
88	0.54887218045113
91	0.59349593495935
93	0.15789473684211
95	0.53383458646617
89	0.64601769911504
95	0.58536585365854
90	0.63716814159292
83	0.64601769911504
90	0.55639097744361
91	0.58536585365854
93	0.54135338345865
88	0.54887218045113
92	0.53383458646617
91	0.58536585365854
90	0.64601769911504
88	0.64601769911504
87	0.64601769911504
90	0.64601769911504
94	0.52631578947368
90	0.51048951048951
-1	0.12048192771084
91	0.59349593495935
95	0.53383458646617
97	0.57723577235772
88	0.63716814159292
90	0.64601769911504
91	0.59349593495935
90	0.64601769911504
97	0.4640522875817
92	0.58536585365854
91	0.64601769911504
90	0.64601769911504
83	0.64601769911504
89	0.58536585365854
93	0.54135338345865
97	0.13274336283186
88	0.58536585365854
90	0.64601769911504
86	0.54887218045113
96	0.53383458646617
91	0.55639097744361
94	0.54135338345865
91	0.64601769911504
95	0.53383458646617
91	0.58536585365854
94	0.54887218045113
99	0.57723577235772
91	0.54887218045113
89	0.64601769911504
